5.488640702179407027e-01,7.133575431087169072e-02,5.757277328570897801e-02,4.420407995837000170e-01,7.486713405040937852e-01,6.169940060980313445e-01,6.038448270327637646e-01,8.410995213946733662e-01,9.321077166736718711e-01,1.532159883249737398e-01
2.130480247914470215e-01,9.498768850814740539e-01,1.510395985225708726e-01,8.857683850361985911e-02,9.490282660310792595e-01,6.335641480032098150e-01,8.753906555717684279e-01,9.542919716051094792e-01,6.136960088072567210e-01,3.256271328008549792e-01
2.194581085043969537e-01,6.088102147886732540e-01,9.132013167794345021e-01,3.325640055601554179e-01,1.920307424661433782e-01,1.471717346868938181e-01,5.873631941563480785e-01,7.959450724946288691e-01,1.187103861075666789e-01,2.246447830175124505e-02
8.243629232276727947e-02,2.686575615036315146e-01,7.639329626172874921e-01,1.019292493537370392e-01,8.937909689522670620e-01,9.626917378951306281e-01,4.278486730976351904e-01,1.775529714344277199e-01,7.863206360038013099e-01,4.283697776154589132e-01
1.073583976768787140e-01,7.808879180805027298e-01,9.406144790392844124e-01,9.493040846794822407e-01,5.041581465840165865e-01,3.191652579360202413e-01,6.085613218480171449e-01,1.979008817500638173e-02,4.639451224366101245e-01,8.366530305862804884e-01
5.256867089309373853e-01,3.145462512191821158e-02,4.718783553566465727e-01,8.207652816263333317e-02,1.646963148238553831e-01,1.567937175574354303e-01,5.314389925779418045e-01,5.815445759967177164e-01,7.436427000394879583e-01,8.155772556940223961e-01
2.786431664874331471e-01,8.179330837394371834e-02,8.818866292913201121e-01,4.480641760945976992e-01,3.851757143088383462e-01,4.898315888320904365e-01,8.113440932748653411e-01,6.412744307065894045e-01,3.091142702045874824e-01,1.861856373858090663e-01
9.969040157075523823e-01,9.221407732008118918e-01,3.020184743182379172e-01,9.382704691970571442e-01,5.010544844276244580e-01,2.424888573795890290e-01,2.852409405223430561e-01,6.918778856197856930e-01,5.724142997605863314e-01,3.274967338147355411e-01
3.565388648452434417e-01,4.734650223051098950e-01,1.433908366461519313e-01,4.027598760240135300e-01,8.912169495829587174e-01,7.682134137505188809e-01,8.623849272058838888e-01,7.793370391302888445e-01,5.533685103207864886e-01,9.686962128798342064e-01
8.531720618345970397e-01,2.156917600394362422e-01,5.131096786707721735e-01,7.380202389199852497e-02,7.091561019379827302e-01,6.578225079166531986e-01,1.546685281051619620e-01,6.120480996961710218e-01,1.342799868760257143e-01,4.625519029066620380e-01
