2.394386855641356948e-01,8.454412590692052254e-02,4.338155036187830715e-01,1.493929580921745659e-01,4.513809293188448396e-02,4.029239131178630196e-01,5.485199432530276503e-02,9.273897141110217790e-01,3.707954626040558810e-01,8.888749219066479634e-01,4.242937713496736096e-01
2.894486572441187788e-01,1.615319967872636819e-01,5.781935877301125348e-01,1.340211184050744131e-01,5.007723914998357673e-02,7.540438091572627677e-01,4.790608053132174721e-02,6.950051794592803089e-01,6.186962620848588390e-01,8.467104907917619716e-01,8.387839774818622862e-01
1.627238625954574025e-01,1.123800917380582964e-01,7.109492565200580261e-01,1.656492311409758222e-01,5.442540645963235557e-02,5.298338009467542520e-01,2.381510855005626592e-02,5.554567194057287161e-01,6.683901965137826195e-01,5.975044243270475341e-01,9.789973952419146475e-01
1.443538518024968242e-01,2.127782455572181930e-01,7.072464403650320364e-01,1.834922366553788653e-01,8.181139509828225242e-02,5.498378444066879256e-01,7.393633805465002484e-02,9.369967872071650605e-01,5.494538813074488770e-01,9.222575722011560062e-01,8.758796964086014158e-01
1.491812402348819955e-01,2.492995416577625800e-01,5.644751270514059005e-01,1.887873133818496751e-01,4.824223771075435152e-02,5.871121567450603429e-01,6.601995098718868582e-02,7.009786646817273148e-01,6.544157725986943230e-01,8.844048942138552638e-01,9.708800435877964485e-01
2.447806689906702471e-01,1.354617089790967066e-01,5.369147607057228599e-01,1.206879545858164093e-01,5.028413283567700204e-02,3.840609991388528877e-01,4.470405469615688909e-02,8.643953761112649348e-01,6.487231794158535569e-01,8.643448013585827150e-01,7.754000395303668469e-01
2.102970394826247091e-01,1.165790620936897892e-01,7.465924209776836351e-01,2.112705355354931314e-01,4.789487917894114793e-02,7.884004429951929627e-01,3.552368726076311767e-02,9.390633503839397322e-01,5.543257338788097899e-01,9.951823861482990141e-01,9.672126374682215033e-01
2.337983843356550850e-01,1.543273569255691757e-01,5.715984749319440450e-01,1.939048821733204142e-01,6.911199532322527539e-02,6.707653040746985873e-01,7.066341818931846930e-02,7.887277094165190405e-01,4.626108693870600863e-01,8.738670853431886876e-01,6.197455480419887808e-01
3.003083925971173351e-01,1.444670195579327576e-01,5.413261591759577218e-01,1.515352277721927488e-01,3.209689528068543352e-02,4.527576447096759993e-01,5.672251156095869246e-02,6.883591025744877356e-01,6.950361040755387299e-01,3.545954936940167723e-01,4.557718574056018324e-01
2.013673032127903106e-01,1.974608729422930031e-01,6.873351995198307973e-01,1.404290670318246170e-01,5.843777337696762220e-02,4.641985858237106521e-01,5.052915760325922545e-02,7.150016737496432961e-01,5.103413508755182404e-01,5.103557080958556202e-01,9.987643569713661185e-01
2.544959778862398991e-01,8.325972809120074647e-02,9.673561370851966323e-01,1.716817149173710810e-01,2.722167713273633896e-02,7.815707077339956177e-01,6.622578733853395905e-02,8.663378746338884495e-01,5.881716086047894532e-01,8.746673428490540081e-01,5.602789998626309664e-01
1.536528122631310722e-01,2.221502699006970560e-01,9.182166193105238960e-01,2.120393923952816895e-01,6.737567176621836462e-02,9.438411263978242483e-01,6.237191401212829195e-02,9.063979430226889455e-01,4.114523466205408098e-01,7.639703072549888230e-01,6.174606989185840167e-01
1.269358882153981405e-01,1.193139473338914458e-01,6.489502920820116039e-01,2.224928332360007199e-01,5.760160901430640135e-02,8.331683301183068213e-01,6.758330746581506232e-02,8.282859062814118545e-01,6.951334251113340246e-01,6.872388374207781814e-01,9.234986865898191510e-01
2.705743427821298841e-01,2.901092326999746840e-01,6.541181578180859102e-01,9.172321555533580195e-02,5.175611401864802646e-02,5.577021229756004006e-01,6.135278696425471023e-02,9.699431511411379381e-01,9.558810532150503469e-01,8.809327437008528383e-01,9.821619818783936529e-01
2.407558171160462668e-01,1.691892864832202914e-01,9.608113765564109121e-01,1.910835433833279473e-01,7.545592538925895154e-02,6.624052209693171989e-01,4.486414544684601269e-02,5.410700496394255099e-01,6.796884566509654446e-01,5.399123539357818524e-01,8.958301935006630634e-01
1.791393625178998583e-01,1.800265327799231152e-01,6.398415477032233234e-01,1.323506337324631688e-01,5.182818657189963707e-02,5.450264806533401396e-01,4.503042259265319786e-02,9.541425832134240448e-01,4.562107623243423227e-01,6.484756047657858069e-01,4.026406378819216147e-01
1.915560205194262178e-01,1.445017153033118507e-01,3.772224650415873515e-01,1.857481825802492770e-01,2.153978953166459792e-02,5.782753815205935455e-01,5.475675976213556506e-02,8.169792959575910007e-01,6.733457847357141590e-01,7.531642138317806712e-01,7.930239457230764399e-01
2.951856510466175920e-01,1.886991457988601295e-01,8.087478871725171103e-01,1.247299312286502537e-01,6.224789151974842449e-02,6.612197215752763091e-01,6.051564270642627308e-02,9.989499908600352196e-01,5.596415741902301955e-01,7.699329311166245304e-01,9.322725423895927843e-01
1.364067625020011776e-01,2.283316754031254336e-01,7.663192629252038035e-01,1.842381259373455649e-01,4.027266770512907823e-02,5.237618625300590747e-01,3.942142044537035039e-02,7.884505891296984537e-01,6.424319391373756183e-01,7.522101107744969539e-01,9.854619013811102279e-01
1.979963724449004259e-01,1.725871653970385833e-01,6.637314999752241818e-01,1.067558015034276026e-01,4.611874927292047843e-02,6.166913342834592360e-01,8.149506415160003014e-02,9.752687726938766843e-01,4.205373140906338292e-01,7.964624562515891792e-01,7.280507541085918799e-01
2.359881303499462013e-01,1.882148434964827644e-01,8.053207538511806263e-01,1.408718362394627832e-01,6.384884745924315763e-02,5.611153493229219524e-01,5.425401428603437298e-02,8.091717351303251426e-01,4.946656501703627362e-01,6.522694929938359643e-01,8.314704876481834317e-01
2.341828861556762564e-01,2.227164716313854709e-01,6.637726486031809703e-01,1.705010237229054315e-01,6.284389778337802490e-02,4.641110494073086290e-01,4.880346896232957976e-02,7.257280229735494359e-01,5.513483810047239420e-01,8.820946776007044798e-01,8.799344618422875186e-01
1.701562837383814586e-01,1.721867990787950553e-01,7.293226975715970672e-01,1.197367478239407396e-01,7.210970597600137311e-02,8.464389233116207389e-01,4.492883193399001274e-02,9.808713478298597410e-01,4.889266077103342489e-01,5.210993927013646276e-01,8.132454797873248653e-01
2.885282537757064558e-01,2.121784381649309270e-01,7.302965436831803103e-01,2.327926021355038455e-01,5.195587691308452272e-02,2.837515304201022603e-01,4.587498513667997990e-02,7.261541239666489123e-01,5.632442216961774939e-01,9.316569659740059350e-01,6.279868739711749193e-01
2.345276072104787723e-01,1.712284726143753766e-01,7.641447455218784990e-01,2.055282959522927166e-01,5.988119978748916022e-02,7.782551185919724945e-01,6.485762946426154585e-02,8.258949163027647922e-01,5.810796901709371909e-01,7.192419397913653034e-01,6.218579945271304199e-01
2.067589814393865910e-01,1.179487376315136032e-01,8.413881636316720147e-01,1.602923067120282652e-01,5.484273162477598662e-02,7.469131175702725667e-01,6.822325889887860539e-02,9.325181993120111867e-01,4.687796548862115942e-01,7.272093939981565391e-01,7.032729019156421790e-01
1.787981574493406056e-01,1.668933232732244254e-01,8.920504007087629583e-01,1.512523243157185837e-01,7.272804678086680630e-02,8.246531505478561508e-01,5.550387651755887830e-02,9.854404383678010415e-01,8.941505586129573357e-01,9.122802461079773106e-01,8.588523960031152482e-01
2.241233905930521408e-01,2.226562887637726917e-01,8.929637964918947235e-01,1.599182355567832781e-01,7.926225640986593601e-02,5.384139386640340863e-01,4.094875930961025534e-02,5.738888586646384571e-01,6.420604349449131609e-01,9.753093539873290974e-01,8.588074641231677742e-01
2.262646580046576705e-01,9.824452509570710812e-02,9.634525887359534080e-01,1.478424427333205338e-01,4.141010538604145141e-02,4.219452877050596240e-01,7.123295293259471195e-02,6.839037875947631129e-01,3.858826762678888578e-01,7.994931227724270117e-01,5.227076065568987406e-01
